show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s684,TV Show,Sacred River,,"Aarav Johnson, Carlos Kim, Elena Patel, Liam Dubois",United States,"November 25, 2017",2011,TV-MA,1 Season,Crime TV Shows,A suspenseful ride following a group determined to uncover the truth.
s632,Movie,Distant Echoes,Kenji Brown,"Aarav Rossi, James Rossi",South Korea,"April 16, 2019",2008,PG-13,173 min,"Children & Family Movies, Comedies",A gripping story that follows unexpected turns as characters confront their past.
s1189,Movie,Distant Journey,Grace Tanaka,"Elena Sharma, Wei Johnson, Priya Cohen, Aarav Johnson, Diego Nakamura",Mexico,"January 22, 2022",2008,PG-13,161 min,Horror Movies,A suspenseful ride following a group determined to uncover the truth.
s679,Movie,Shattered Frontier,,"Meera Nakamura, Elena Patel",United States,"November 27, 2017",2015,PG-13,125 min,"Action & Adventure, Children & Family Movies",An emotional journey that blends humor and heartbreak in equal measure.
s1103,TV Show,Distant Whisper,,"Sofia Rossi, Wei Sharma, Lucas Silva",Canada,"October 19, 2022",2005,TV-MA,2 Seasons,"Kids' TV, International TV Shows","A tightly wound story exploring family, betrayal, and the search for belonging."
s736,Movie,Forgotten Harbor,Daniel Cohen,"Kenji Cohen, Wei Kim, Yuki Silva, James Nguyen, Kenji Sharma",,"August 25, 2021",2018,TV-14,98 min,"Dramas, Independent Movies","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s598,Movie,Distant Skyline,Aiko Khan,"James Garcia, Elena Nakamura, Lucas Silva",Brazil,"September 25, 2024",2013,TV-MA,76 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s1036,Movie,Sacred Streets,Lucas Park,,Italy,"February 25, 2024",2016,R,141 min,"Documentaries, Horror Movies",A gripping story that follows unexpected turns as characters confront their past.
s28,TV Show,Broken Frontier: Files,,"Nina Fernandez, Noah Patel",Canada,"July 21, 2024",2024,TV-14,5 Seasons,TV Comedies,A gripping story that follows unexpected turns as characters confront their past.
s660,Movie,Broken Garden,Fatima Brown,"Kenji Sharma, Nina Silva, Liam Nguyen, Liam Dubois, Grace Fernandez",United Kingdom,"December 11, 2023",2005,R,177 min,"Independent Movies, Thrillers, Dramas","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s410,Movie,Golden Legacy,Aarav Khan,"Amara Patel, Meera Nakamura, Yuki Tanaka",Japan,"September 12, 2019",2019,PG-13,123 min,"Sci-Fi & Fantasy, Thrillers, Horror Movies",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s517,Movie,Shattered River,,"Nina Khan, Aarav Johnson",Japan,"November 13, 2021",2005,PG-13,146 min,"Dramas, Thrillers",A gripping story that follows unexpected turns as characters confront their past.
s127,Movie,Broken Empire,Sofia Brown,"Yuki Park, Priya Tanaka",South Korea,"April 26, 2015",2012,PG-13,169 min,"Horror Movies, Romantic Movies",A suspenseful ride following a group determined to uncover the truth.
s725,Movie,Crimson Storm,Fatima Costa,"Fatima Park, Wei Tanaka",United States,"December 16, 2023",2023,TV-14,66 min,"Horror Movies, Dramas",A gripping story that follows unexpected turns as characters confront their past.
s52,TV Show,Last Shadows: Tapes,,"Amara Müller, Elena Dubois",United States,"November 4, 2021",2006,TV-G,1 Season,"Crime TV Shows, Kids' TV","A tightly wound story exploring family, betrayal, and the search for belonging."
s621,TV Show,Frozen Mirror,,"Lucas Kim, Kenji Sharma, Elena Dubois, Aarav Cohen, Lucas Park",Italy,"January 18, 2017",2012,TV-MA,3 Seasons,Crime TV Shows,"A tightly wound story exploring family, betrayal, and the search for belonging."
s1138,Movie,Broken Journey,,,United States,"October 20, 2021",2014,PG-13,149 min,Action & Adventure,"Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s620,Movie,Endless Journey,,,United States,"December 8, 2017",2015,TV-14,118 min,"Comedies, Documentaries",A gripping story that follows unexpected turns as characters confront their past.
s287,Movie,Crimson Promise,James Sharma,,Canada,"April 19, 2021",2018,R,119 min,"Horror Movies, Action & Adventure","A tightly wound story exploring family, betrayal, and the search for belonging."
s259,Movie,Endless Shadows,,,India,"April 13, 2021",2012,R,105 min,"Independent Movies, Sci-Fi & Fantasy",A gripping story that follows unexpected turns as characters confront their past.
s1009,Movie,Distant Journey,Yuki Fernandez,"Fatima Brown, Noah Park",United States,"September 16, 2019",2019,R,88 min,"Independent Movies, Sci-Fi & Fantasy",An emotional journey that blends humor and heartbreak in equal measure.
s1209,Movie,Burning Garden,Grace Johnson,"Yuki Sharma, Diego Brown",India,"November 24, 2018",2011,R,176 min,"Documentaries, Dramas",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s91,TV Show,Last Skyline: Chronicles,,"Liam Fernandez, Amara Silva",Germany,"October 2, 2019",2006,TV-14,5 Seasons,"Crime TV Shows, Kids' TV, TV Action & Adventure",A gripping story that follows unexpected turns as characters confront their past.
s217,Movie,Burning Empire,Aarav Kim,"Elena Nakamura, Nina Nakamura, Carlos Khan, Daniel Costa, Sofia Cohen",Canada,"January 9, 2019",2007,TV-MA,73 min,"Comedies, Independent Movies","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s996,TV Show,Crimson Skyline,,,United States,"April 11, 2022",2022,TV-PG,3 Seasons,"Docuseries, TV Comedies",A gripping story that follows unexpected turns as characters confront their past.
s944,TV Show,Shattered Journey,,"Daniel Nguyen, Kenji Brown",France,"April 27, 2014",2007,TV-14,2 Seasons,TV Comedies,An emotional journey that blends humor and heartbreak in equal measure.
s777,Movie,Lost Harbor,Diego Brown,"Kenji Nguyen, Grace Cohen, Meera Patel",India,"November 10, 2017",2016,TV-MA,114 min,"Documentaries, Sci-Fi & Fantasy","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s256,Movie,Shattered River,Grace Johnson,,United Kingdom,"February 17, 2020",2011,PG-13,158 min,Dramas,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s302,TV Show,Forgotten Skyline: Circle,,,Canada,"August 22, 2016",2005,TV-14,1 Season,TV Action & Adventure,A gripping story that follows unexpected turns as characters confront their past.
s81,TV Show,Wild Garden,,"Nina Brown, Priya Silva, Fatima Park",Mexico,"October 22, 2021",2016,TV-14,2 Seasons,"International TV Shows, Crime TV Shows",A gripping story that follows unexpected turns as characters confront their past.
s304,Movie,Shattered Mirror,Aarav Johnson,"Sofia Johnson, Sofia Rossi",Japan,"January 22, 2023",2022,TV-MA,96 min,"Sci-Fi & Fantasy, Children & Family Movies",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s730,TV Show,Shattered Streets,,"Amara Dubois, Wei Nakamura",United States,"June 6, 2024",2024,TV-MA,1 Season,"TV Comedies, Reality TV",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s79,Movie,Hidden Promise,Daniel Cohen,,United States,"August 23, 2021",2021,R,173 min,"Comedies, Thrillers",A suspenseful ride following a group determined to uncover the truth.
s755,Movie,Broken Storm,,,United States,"February 14, 2020",2008,R,145 min,Sci-Fi & Fantasy,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s36,TV Show,Broken Skyline,Yuki Brown,"Yuki Sharma, James Costa, Amara Johnson",Australia,"February 19, 2023",2021,TV-14,6 Seasons,Kids' TV,An emotional journey that blends humor and heartbreak in equal measure.
s990,TV Show,Hidden Garden,,"Kenji Dubois, Sofia Fernandez, Fatima Tanaka",India,"April 10, 2021",2016,TV-MA,6 Seasons,"TV Comedies, International TV Shows",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s854,TV Show,Crimson Frontier,,,Spain,"August 6, 2020",2020,TV-MA,7 Seasons,"TV Action & Adventure, Anime Series","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s964,TV Show,Burning Symphony,,,United States,"November 12, 2023",2023,TV-Y,1 Season,"Reality TV, Anime Series",A gripping story that follows unexpected turns as characters confront their past.
s710,Movie,Forgotten Journey,,"Priya Garcia, Meera Brown, Diego Park, Amara Cohen, Fatima Brown",India,"September 4, 2019",2011,PG,155 min,"Romantic Movies, Dramas, Sci-Fi & Fantasy",A suspenseful ride following a group determined to uncover the truth.
s988,Movie,Crimson Mirror,Amara Nakamura,,France,"August 15, 2018",2018,TV-MA,85 min,Comedies,A gripping story that follows unexpected turns as characters confront their past.
s7,Movie,Crimson Mirror,,"Fatima Sharma, Grace Silva",  United States  ,"December 1, 2023",2023,TV-MA,166 min,"Thrillers, Documentaries","A tightly wound story exploring family, betrayal, and the search for belonging."
s613,TV Show,Wild Empire,,,France,"May 26, 2023",2008,TV-14,3 Seasons,"International TV Shows, TV Action & Adventure","A tightly wound story exploring family, betrayal, and the search for belonging."
s1105,TV Show,Distant Legacy,,"Fatima Brown, James Costa, Kenji Tanaka",United Kingdom,"December 19, 2024",2009,TV-14,2 Seasons,Anime Series,An emotional journey that blends humor and heartbreak in equal measure.
s1030,Movie,Shattered Whisper,,,United States,"June 8, 2023",2016,TV-MA,148 min,"Children & Family Movies, Comedies",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s48,Movie,Forgotten Frontier,,"Priya Costa, Diego Johnson",Japan,"November 13, 2018",2012,PG,131 min,"Independent Movies, Thrillers",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s1102,TV Show,Frozen Echoes,,"Priya Müller, Lucas Brown",United States,"May 16, 2019",2012,TV-MA,2 Seasons,"Anime Series, Kids' TV, TV Dramas",A gripping story that follows unexpected turns as characters confront their past.
s1059,Movie,Frozen Journey,Nina Silva,"Meera Park, Elena Nguyen, Nina Park, Amara Kim",Canada,"October 13, 2022",2019,TV-MA,162 min,"Independent Movies, Children & Family Movies",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s481,Movie,Burning Skyline,,,United Kingdom,"September 25, 2018",2018,PG-13,120 min,"Children & Family Movies, Documentaries",A gripping story that follows unexpected turns as characters confront their past.
s337,TV Show,Forgotten Storm: Circle,,"Nina Khan, Lucas Silva, Priya Nakamura",Italy,"May 22, 2019",2019,TV-MA,2 Seasons,"TV Comedies, Romantic TV Shows, Reality TV","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s765,Movie,Dark Skyline,Noah Fernandez,"Nina Nguyen, Diego Patel, Noah Johnson, Amara Nguyen",france,"December 2, 2018",2018,PG,164 min,Dramas,A gripping story that follows unexpected turns as characters confront their past.
s95,Movie,Sacred Empire,Carlos Costa,,India,"July 27, 2019",2010,R,172 min,"Documentaries, Independent Movies, Thrillers","A tightly wound story exploring family, betrayal, and the search for belonging."
s574,Movie,Crimson Empire,,,United States,"April 27, 2019",2017,TV-14,124 min,Dramas,"A tightly wound story exploring family, betrayal, and the search for belonging."
s429,Movie,Hidden Journey,,"Kenji Khan, James Khan, Sofia Park, Nina Sharma, Kenji Cohen",United States,"November 16, 2017",2008,PG-13,81 min,Comedies,"Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s356,Movie,Wild Promise,,"Liam Tanaka, Liam Patel",United States,"December 3, 2021",2005,R,178 min,Sci-Fi & Fantasy,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s1164,Movie,Broken Frontier,Grace Kim,"Aarav Nakamura, Meera Müller, Meera Dubois",,"August 26, 2023",2023,R,86 min,"Horror Movies, Romantic Movies",A suspenseful ride following a group determined to uncover the truth.
s700,TV Show,Crimson Mirror,,"Daniel Nguyen, Aarav Cohen, Liam Khan",India,"November 11, 2022",2013,TV-MA,5 Seasons,"Kids' TV, TV Dramas",An emotional journey that blends humor and heartbreak in equal measure.
s203,Movie,Broken Empire,Amara Johnson,"Amara Brown, Fatima Müller",united states,"January 9, 2017",2016,R,85 min,"Romantic Movies, Documentaries",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s149,Movie,Hidden Legacy,Elena Silva,,india,"August 11, 2018",2013,TV-MA,64 min,"Horror Movies, Sci-Fi & Fantasy",A gripping story that follows unexpected turns as characters confront their past.
s805,Movie,Last Harbor,Yuki Kim,"James Rossi, Elena Müller, James Costa, Priya Sharma",united states,"February 9, 2016",2015,NC-17,92 min,"Dramas, Sci-Fi & Fantasy, Thrillers",A suspenseful ride following a group determined to uncover the truth.
s9,Movie,Hidden Symphony,Wei Rossi,"Priya Patel, Sofia Müller, Grace Nguyen, Grace Patel, Elena Garcia",Germany,"March 14, 2023",2010,R,65 min,"Dramas, Comedies, Documentaries",An emotional journey that blends humor and heartbreak in equal measure.
s514,TV Show,Golden Legacy: Tapes,Amara Silva,"Aarav Garcia, Yuki Kim, Aarav Müller, Wei Silva",Mexico,"June 9, 2024",2017,TV-14,1 Season,Docuseries,A suspenseful ride following a group determined to uncover the truth.
s1085,TV Show,Hidden Frontier: Diaries,,,Australia,"July 6, 2023",2023,TV-PG,4 Seasons,TV Dramas,A gripping story that follows unexpected turns as characters confront their past.
s121,Movie,Burning Legacy,Nina Brown,,Spain,"October 3, 2018",2006,NC-17,77 min,Thrillers,An emotional journey that blends humor and heartbreak in equal measure.
s299,Movie,Last Frontier,,"Meera Fernandez, Fatima Nguyen, Grace Brown",United Kingdom,"June 24, 2017",2015,TV-MA,176 min,"Sci-Fi & Fantasy, Horror Movies, Documentaries",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s585,Movie,Frozen Skyline,,,Brazil,"May 25, 2021",2021,PG-13,113 min,"Thrillers, Sci-Fi & Fantasy, Dramas",A gripping story that follows unexpected turns as characters confront their past.
s624,Movie,Broken Echoes,Priya Nguyen,"Wei Brown, Nina Fernandez, Noah Garcia",Spain,"November 25, 2017",2009,TV-14,126 min,Children & Family Movies,A gripping story that follows unexpected turns as characters confront their past.
s447,Movie,Shattered Skyline,Meera Rossi,"Fatima Tanaka, Nina Brown",India,"March 3, 2024",2017,TV-MA,142 min,Independent Movies,A gripping story that follows unexpected turns as characters confront their past.
s20,TV Show,Quiet Empire,,,United States,"September 11, 2020",2020,TV-Y7,7 Seasons,"Kids' TV, Docuseries",An emotional journey that blends humor and heartbreak in equal measure.
s195,TV Show,Dark Journey: Circle,,"Kenji Müller, Diego Müller",,"December 18, 2017",2008,TV-14,3 Seasons,"Kids' TV, Romantic TV Shows","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s88,TV Show,Endless Skyline,,,Canada,"December 20, 2021",2014,TV-MA,2 Seasons,"Kids' TV, Reality TV, Anime Series",A suspenseful ride following a group determined to uncover the truth.
s324,Movie,Silent Streets,Aiko Patel,"Aiko Müller, Carlos Nguyen, Daniel Dubois, Diego Johnson",United States,"May 19, 2021",2015,R,112 min,"Horror Movies, Documentaries","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s371,Movie,Distant Journey,Kenji Sharma,,United States,"October 10, 2020",2013,R,170 min,"Sci-Fi & Fantasy, Action & Adventure, Children & Family Movies","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s1076,Movie,Sacred Echoes,Nina Sharma,"Kenji Tanaka, Nina Garcia, Grace Patel, Aarav Park",United States,"October 13, 2020",2005,PG-13,93 min,"Dramas, Horror Movies",An emotional journey that blends humor and heartbreak in equal measure.
s1042,TV Show,Wild Journey,,"Diego Fernandez, Liam Silva, Kenji Fernandez, Carlos Müller, Wei Tanaka",India,"September 9, 2020",2020,TV-14,3 Seasons,"Kids' TV, Anime Series",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s640,Movie,Dark Empire,Aarav Sharma,"Amara Kim, Daniel Nakamura",,"March 12, 2019",2011,TV-MA,146 min,"Horror Movies, Romantic Movies, Action & Adventure","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
